 in_data     out_data    len_lex stem mask_steps  bias  thresh penalty  apply_mask rm_stopw acc    mcc    fsc    wfsc
------------------------------------------------------------------------------------------------------------------------
all         all          9206    0        6      -0.60   0.10    l1        1         1     0.77   0.13   0.12   0.69
------------------------------------------------------------------------------------------------------------------------
all         cross        8620    0        6      -0.60   0.10    l1        1         1     0.77   0.13   0.12   0.70

 , 1
!, 1
#, 1
$, 1
%, 1
&, 1
', 1
'', 1
'cretino, 1
'pagar, 1
'patamares, 1
's, 1
'super, 1
'vai, 1
(, 1
), 1
*, 1
***, 1
*-*, 1
*_*, 1
*no, 1
*o, 1
+, 1
+/-, 1
+ou-, 1
,, 1
-, 1
-*, 1
--, 1
-gentes, 1
-junto, 1
-minha, 1
-muito, 1
., 1
.., 1
..., 1
//, 1
//lucyinthesky, 1
//riotline, 1
3, 1
:, 1
;, 1
=, 1
=/, 1
=d, 1
=p, 1
>, 1
?, -1
@, 1
[, 1
\o/, 1
], 1
^^, 1
``, 1
a piscina, 1
abacaxi, 1
abaete, 1
abafado, 1
abafados, 1
abaixa, 1
abaixar, 1
abaixo, 1
abandona, 1
abandonadas, 1
abandonado, 1
abandonados, 1
abandonar, -1
abandonaram, 1
abandonei, 1
abandono, 1
abastada, 1
aberta, 1
abertas, 1
aberto, 1
abertos, 1
abertura, 1
abilidades, 1
abitrio, 1
abomina, 1
abominaveis, 1
aborda, 1
abordado, 1
abordados, 1
abordagem, 1
abordar, 1
aborrecem, 1
aborrecente, 1
aborrecido, 1
aborrecimento, 1
aborrecimentos, 1
abraco, 1
abrange, 1
abre, 1
abrem, 1
abri, 1
abria, 1
abrimos, 1
abrir, 1
abriram, 1
abriu, 1
absolutamente, 1
absorto, 1
absorvente, 1
absorver, 1
absorvidos, 1
abstrair, 1
absurda, 1
absurdamente, 1
absurdo, -1
acaba, 1
acabado, 1
acabados, 1
acabam, 1
acabamento, 1
acabamentos, 1
acabamos, 1
acabando, 1
acabar, 1
acabaram, 1
acabasse, 1
acabava, 1
acabe, 1
acabo, 1
acabou, 1
academia, 1
academias, 1
acalanto, 1
acao, 1
acarreta, 1
acaso, 1
accor, 1
aceita, 1
aceitam, 1
aceitar, 1
aceitaria, 1
aceitavel, 1
aceitem, 1
acelerador, 1
acelerando, 1
acenda, 1
acende, 1
acentuado, 1
acerca, 1
acertado, 1
acertamos, 1
acertos, 1
acesas, 1
acessarem, 1
acesse, 1
acessiveis, 1
acessivel, 1
acesso, 1
acessorios, 1
acha, 1
achado, 1
acham, 1
achamos, 1
achando, -1
achar, 1
acharia, 1
achava, 1
achavam, 1
achavamos, 1
ache, 1
achei, 1
achou, 1
acidente, 1
acidentes, 1
acima, 1
aciona, 1
acjs, 1
acoctumados, 1
acoes, 1
acolhedor, 1
acolhedora, 1
acolhedoras, 1
acolhida, 1
acolhido, 1
acolhimento, 1
acomodacao, 1
acomodacoes, 1
acomodado, 1
acomodar, 1
acomodaram, 1
acomodei, 1
acompanha, 1
acompanhados, 1
acompanhamos, 1
acompanhar, 1
aconce, 1
